classification_id,user_id,subject_id,subject_data,annotations
1206,141,123,"{""123"": {""num_classifications"": 7, ""sdss_specobjid"": 2366661739308673024}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1207,68,110,"{""110"": {""num_classifications"": 7, ""sdss_specobjid"": 1320702902645319680}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1208,141,162,"{""162"": {""num_classifications"": 7, ""sdss_specobjid"": 3341678971891771392}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1209,164,19,"{""19"": {""num_classifications"": 7, ""sdss_specobjid"": 2240580180408035328}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1210,186,28,"{""28"": {""num_classifications"": 7, ""sdss_specobjid"": 649678095942445056}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1211,199,42,"{""42"": {""num_classifications"": 7, ""sdss_specobjid"": 2924009408054716416}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1212,106,5,"{""5"": {""num_classifications"": 7, ""sdss_specobjid"": 1797108375188695040}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1213,106,159,"{""159"": {""num_classifications"": 7, ""sdss_specobjid"": 1496355657232705536}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1214,66,156,"{""156"": {""num_classifications"": 7, ""sdss_specobjid"": 1537008730229467136}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1215,189,69,"{""69"": {""num_classifications"": 7, ""sdss_specobjid"": 1894961069118482432}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1216,131,59,"{""59"": {""num_classifications"": 7, ""sdss_specobjid"": 694824313307555840}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1217,174,184,"{""184"": {""num_classifications"": 7, ""sdss_specobjid"": 2827276293333084160}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1218,107,78,"{""78"": {""num_classifications"": 7, ""sdss_specobjid"": 2815888105037391872}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1219,186,186,"{""186"": {""num_classifications"": 7, ""sdss_specobjid"": 374938451679668224}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1220,161,75,"{""75"": {""num_classifications"": 7, ""sdss_specobjid"": 1183493741701261312}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1221,81,51,"{""51"": {""num_classifications"": 7, ""sdss_specobjid"": 1830843873782425600}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1222,187,154,"{""154"": {""num_classifications"": 7, ""sdss_specobjid"": 2271021809124009984}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1223,110,86,"{""86"": {""num_classifications"": 7, ""sdss_specobjid"": 1580935040416638976}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1224,196,131,"{""131"": {""num_classifications"": 7, ""sdss_specobjid"": 1473816768291039232}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1225,93,49,"{""49"": {""num_classifications"": 7, ""sdss_specobjid"": 1516602065286096896}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1226,42,41,"{""41"": {""num_classifications"": 7, ""sdss_specobjid"": 2169722425900558336}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1227,113,66,"{""66"": {""num_classifications"": 7, ""sdss_specobjid"": 2925149601629497344}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1228,18,76,"{""76"": {""num_classifications"": 7, ""sdss_specobjid"": 851185870366074880}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1229,68,35,"{""35"": {""num_classifications"": 7, ""sdss_specobjid"": 1048284325465843712}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1230,175,118,"{""118"": {""num_classifications"": 7, ""sdss_specobjid"": 1366942038527862784}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1231,8,124,"{""124"": {""num_classifications"": 7, ""sdss_specobjid"": 2998341067067123712}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1232,73,149,"{""149"": {""num_classifications"": 7, ""sdss_specobjid"": 1121436208820414464}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1233,14,171,"{""171"": {""num_classifications"": 7, ""sdss_specobjid"": 2015519227951212544}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1234,88,61,"{""61"": {""num_classifications"": 7, ""sdss_specobjid"": 1628085401828747264}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1235,183,178,"{""178"": {""num_classifications"": 7, ""sdss_specobjid"": 957092200733239296}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1236,183,82,"{""82"": {""num_classifications"": 7, ""sdss_specobjid"": 914298108903450624}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1237,142,102,"{""102"": {""num_classifications"": 7, ""sdss_specobjid"": 2381288532762191872}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1238,158,158,"{""158"": {""num_classifications"": 7, ""sdss_specobjid"": 1477284353405904896}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1239,66,113,"{""113"": {""num_classifications"": 7, ""sdss_specobjid"": 2083067998171588608}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1240,145,17,"{""17"": {""num_classifications"": 7, ""sdss_specobjid"": 445890478437591040}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1241,106,109,"{""109"": {""num_classifications"": 7, ""sdss_specobjid"": 1018957052220827648}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1242,138,10,"{""10"": {""num_classifications"": 7, ""sdss_specobjid"": 985184173335537664}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1243,88,22,"{""22"": {""num_classifications"": 7, ""sdss_specobjid"": 2043538632651859968}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1244,71,146,"{""146"": {""num_classifications"": 7, ""sdss_specobjid"": 1178838139037313024}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1245,191,132,"{""132"": {""num_classifications"": 7, ""sdss_specobjid"": 2836143866153822208}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1246,68,169,"{""169"": {""num_classifications"": 7, ""sdss_specobjid"": 1557259811173722112}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1247,95,153,"{""153"": {""num_classifications"": 7, ""sdss_specobjid"": 1446867737639938048}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1248,161,180,"{""180"": {""num_classifications"": 7, ""sdss_specobjid"": 1122619559770089472}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1249,13,112,"{""112"": {""num_classifications"": 7, ""sdss_specobjid"": 1954577957523580928}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1250,36,79,"{""79"": {""num_classifications"": 7, ""sdss_specobjid"": 1319600916596287488}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1251,173,176,"{""176"": {""num_classifications"": 7, ""sdss_specobjid"": 1649491518865565696}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1252,23,121,"{""121"": {""num_classifications"": 7, ""sdss_specobjid"": 2285670877838206976}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1253,195,29,"{""29"": {""num_classifications"": 7, ""sdss_specobjid"": 1380401710169614336}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1254,154,136,"{""136"": {""num_classifications"": 7, ""sdss_specobjid"": 950337901474899968}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1255,47,84,"{""84"": {""num_classifications"": 7, ""sdss_specobjid"": 2066133882872293376}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1256,171,166,"{""166"": {""num_classifications"": 7, ""sdss_specobjid"": 1390611500267235328}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1257,195,152,"{""152"": {""num_classifications"": 7, ""sdss_specobjid"": 3107625930361694208}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1258,81,44,"{""44"": {""num_classifications"": 7, ""sdss_specobjid"": 395220307675211776}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1259,53,143,"{""143"": {""num_classifications"": 7, ""sdss_specobjid"": 2039066638094985216}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1260,26,58,"{""58"": {""num_classifications"": 7, ""sdss_specobjid"": 1507733403556931584}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1261,43,105,"{""105"": {""num_classifications"": 7, ""sdss_specobjid"": 555119264441329664}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1262,42,73,"{""73"": {""num_classifications"": 7, ""sdss_specobjid"": 2428651382379669504}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1263,139,183,"{""183"": {""num_classifications"": 7, ""sdss_specobjid"": 665489617117538304}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1264,106,13,"{""13"": {""num_classifications"": 7, ""sdss_specobjid"": 1912947150371710976}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1265,36,9,"{""9"": {""num_classifications"": 7, ""sdss_specobjid"": 2671916123049453568}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1266,39,83,"{""83"": {""num_classifications"": 7, ""sdss_specobjid"": 2559253838485809152}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1267,66,175,"{""175"": {""num_classifications"": 7, ""sdss_specobjid"": 2389223993845508096}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1268,144,81,"{""81"": {""num_classifications"": 7, ""sdss_specobjid"": 1173226506432833536}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1269,123,38,"{""38"": {""num_classifications"": 7, ""sdss_specobjid"": 2186536434167474176}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1270,66,52,"{""52"": {""num_classifications"": 7, ""sdss_specobjid"": 2106621179761551360}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1271,115,95,"{""95"": {""num_classifications"": 7, ""sdss_specobjid"": 2382463366288402432}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1272,53,26,"{""26"": {""num_classifications"": 7, ""sdss_specobjid"": 2028965430676187136}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1273,185,119,"{""119"": {""num_classifications"": 7, ""sdss_specobjid"": 683488353391241216}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1274,106,74,"{""74"": {""num_classifications"": 7, ""sdss_specobjid"": 1383836034554423296}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1275,144,80,"{""80"": {""num_classifications"": 7, ""sdss_specobjid"": 2738244166759770112}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1276,74,97,"{""97"": {""num_classifications"": 7, ""sdss_specobjid"": 2072838137037481984}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
1277,183,87,"{""87"": {""num_classifications"": 7, ""sdss_specobjid"": 575467937528309760}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
1278,136,129,"{""129"": {""num_classifications"": 7, ""sdss_specobjid"": 1089972855115900928}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
